title,certificate_type,rating,difficulty_level,no_students,content_duration,subject,About,description
Epidemiology: The Basic Science of Public Health,COURSE,4.6,Mixed,130000.0,2.0,Healthcare & Medicine,,
Epigenetic Control of Gene Expression,COURSE,4.8,Mixed,35000.0,2.0,Web Development,,
Equine Welfare and Management,COURSE,4.8,Beginner,7200.0,2.0,Music & Audio Production,,
Esports,SPECIALIZATION,4.5,Beginner,1800.0,2.0,Web Development,,
Essential Epidemiologic Tools for Public Health Practice,COURSE,4.7,Beginner,14000.0,2.0,Healthcare & Medicine,,
Essential Google Cloud Infrastructure: Core Services,COURSE,4.7,Intermediate,68000.0,2.0,Software Engineering,,
Essential Google Cloud Infrastructure: Foundation,COURSE,4.7,Intermediate,83000.0,2.0,Software Engineering,,
Essentials in Clinical Simulations Across the Health Professions,COURSE,4.8,Intermediate,4100.0,2.0,Digital Marketing,,
Essentials of Corporate Finance,SPECIALIZATION,4.6,Intermediate,54000.0,2.0,Finance & Accounting,,
Essentials of Global Health,COURSE,4.8,Mixed,31000.0,2.0,Other,,
Estadística y probabilidad,COURSE,4.7,Beginner,27000.0,2.0,Data Analytics & Business Intelligence,,
Evaluación educativa,SPECIALIZATION,4.8,Beginner,13000.0,2.0,Other,,
"Everyday Excel, Part 1",COURSE,4.8,Beginner,11000.0,2.0,AR & VR Development,,
Everyday Parenting: The ABCs of Child Rearing,COURSE,4.9,Beginner,86000.0,2.0,AR & VR Development,,
Excel Skills for Business,SPECIALIZATION,4.9,Beginner,240000.0,2.0,Other,,
Excel Skills for Business: Advanced,COURSE,4.7,Intermediate,39000.0,2.0,Other,,
Excel Skills for Business: Essentials,COURSE,4.9,Beginner,200000.0,2.0,Other,,
Excel Skills for Business: Intermediate I,COURSE,4.9,Intermediate,76000.0,2.0,Other,,
Excel Skills for Business: Intermediate II,COURSE,4.8,Intermediate,39000.0,2.0,Other,,
Excel to MySQL: Analytic Techniques for Business,SPECIALIZATION,4.6,Beginner,490000.0,2.0,Databases & SQL,,
Excel/VBA for Creative Problem Solving,SPECIALIZATION,4.8,Beginner,56000.0,2.0,Embedded Systems & IoT,,
"Excel/VBA for Creative Problem Solving, Part 1",COURSE,4.8,Beginner,54000.0,2.0,Embedded Systems & IoT,,
Executive Data Science,SPECIALIZATION,4.5,Beginner,170000.0,2.0,Data Science,,
Explorando la Energía Sustentable,COURSE,4.8,Beginner,28000.0,2.0,Embedded Systems & IoT,,
Fashion as Design,COURSE,4.8,Beginner,180000.0,2.0,Other,,
Feminism and Social Justice,COURSE,4.8,Beginner,18000.0,2.0,Cybersecurity,,
FinTech Law and Policy,COURSE,4.8,Beginner,9700.0,2.0,Finance & Accounting,,
FinTech: Finance Industry Transformation and Regulation,SPECIALIZATION,4.6,Beginner,13000.0,2.0,Databases & SQL,,
"FinTech: Foundations, Payments, and Regulations",COURSE,4.7,Beginner,12000.0,2.0,Web Development,,
Finance & Quantitative Modeling for Analysts,SPECIALIZATION,4.5,Beginner,260000.0,2.0,Web Development,,
Finance for Non-Finance Professionals,COURSE,4.8,Beginner,69000.0,2.0,Finance & Accounting,,
Finance for Non-Financial Managers,COURSE,4.4,Intermediate,12000.0,2.0,Finance & Accounting,,
Financial Accounting Fundamentals,COURSE,4.8,Beginner,65000.0,2.0,Finance & Accounting,,
Financial Acumen for Non-Financial Managers,COURSE,4.5,Beginner,10000.0,2.0,Other,,
Financial Engineering and Risk Management Part I,COURSE,4.6,Mixed,100000.0,2.0,Cybersecurity,,
Financial Management,SPECIALIZATION,4.7,Intermediate,76000.0,2.0,Other,,
Financial Markets,COURSE,4.8,Beginner,470000.0,2.0,Web Development,,
Financial Markets and Investment Strategy,SPECIALIZATION,4.5,Beginner,60000.0,2.0,Web Development,,
Financial Reporting,SPECIALIZATION,4.8,Intermediate,12000.0,2.0,Data Analytics & Business Intelligence,,
Financial Technology (Fintech) Innovations,SPECIALIZATION,4.7,Beginner,6500.0,2.0,Finance & Accounting,,
Financing and Investing in Infrastructure,COURSE,4.8,Mixed,24000.0,2.0,Other,,
Finanzas corporativas,SPECIALIZATION,4.6,Intermediate,30000.0,2.0,Other,,
Finanzas personales,COURSE,4.8,Mixed,310000.0,2.0,Other,,
Finding Purpose and Meaning In Life: Living for What Matters Most,COURSE,4.7,Beginner,36000.0,2.0,Other,,
Fintech: Foundations & Applications of Financial Technology,SPECIALIZATION,4.6,Beginner,20000.0,2.0,Finance & Accounting,,
First Step Korean,COURSE,4.9,Beginner,400000.0,2.0,Language Learning,,
Food & Beverage Management,COURSE,4.8,Mixed,57000.0,2.0,Generative AI & LLMs,,
Forensic Accounting and Fraud Examination,COURSE,4.7,Mixed,42000.0,2.0,Finance & Accounting,,
Formulación y evaluación de proyectos complejos,COURSE,4.9,Intermediate,4400.0,2.0,Databases & SQL,,
Foundational Finance for Strategic Decision Making,SPECIALIZATION,4.8,Beginner,14000.0,2.0,Finance & Accounting,,
Foundations of Business Strategy,COURSE,4.8,Beginner,63000.0,2.0,Entrepreneurship & Strategy,,
Foundations of Everyday Leadership,COURSE,4.8,Mixed,62000.0,2.0,Project Management,,
Foundations of Global Health,SPECIALIZATION,4.7,Beginner,31000.0,2.0,Other,,
Foundations of Management,SPECIALIZATION,4.8,Beginner,64000.0,2.0,Other,,
Foundations of Marketing Analytics,SPECIALIZATION,4.2,Intermediate,27000.0,2.0,Data Analytics & Business Intelligence,,
Foundations of Positive Psychology,SPECIALIZATION,4.8,Beginner,89000.0,2.0,Healthcare & Medicine,,
Foundations of Public Health Practice,SPECIALIZATION,4.8,Beginner,3200.0,2.0,Healthcare & Medicine,,
From Data to Insights with Google Cloud Platform,SPECIALIZATION,4.6,Beginner,26000.0,2.0,Web Development,,
From the Big Bang to Dark Energy,COURSE,4.8,Beginner,52000.0,2.0,Natural Language Processing,,
Front-End Web Development with React,COURSE,4.7,Intermediate,45000.0,2.0,Web Development,,
Front-End Web UI Frameworks and Tools: Bootstrap 4,COURSE,4.8,Intermediate,89000.0,2.0,Web Development,,
Full Stack Web and Multiplatform Mobile App Development,SPECIALIZATION,4.7,Intermediate,150000.0,2.0,Mobile Development,,
Full-Stack Web Development with React,SPECIALIZATION,4.7,Intermediate,140000.0,2.0,Web Development,,
Functional Programming Principles in Scala,COURSE,4.8,Intermediate,170000.0,2.0,Software Engineering,,
Functional Programming in Scala,SPECIALIZATION,4.7,Intermediate,220000.0,2.0,Software Engineering,,
Fundamental Neuroscience for Neuroimaging,COURSE,4.6,Beginner,30000.0,2.0,Robotics & Automation,,
Fundamentals of Accounting,SPECIALIZATION,4.6,Beginner,39000.0,2.0,Finance & Accounting,,
Fundamentals of Computing,SPECIALIZATION,4.8,Beginner,200000.0,2.0,Other,,
Fundamentals of Engineering Exam Review,COURSE,4.7,Mixed,49000.0,2.0,Other,,
Fundamentals of GIS,COURSE,4.8,Beginner,86000.0,2.0,Environmental Science & Sustainability,,
Fundamentals of Graphic Design,COURSE,4.8,Beginner,290000.0,2.0,Graphic Design,,
Fundamentals of Immunology,SPECIALIZATION,4.7,Intermediate,20000.0,2.0,Other,,
Fundamentals of Immunology: Innate Immunity and B-Cell Function,COURSE,4.7,Intermediate,18000.0,2.0,Game Development,,
Fundamentals of Music Theory,COURSE,4.6,Beginner,180000.0,2.0,Music & Audio Production,,
Fundamentals of Project Planning and Management,COURSE,4.7,Beginner,120000.0,2.0,Project Management,,
Fundamentals of Quantitative Modeling,COURSE,4.6,Mixed,110000.0,2.0,Financial Analysis,,
Fundamentals of Reinforcement Learning,COURSE,4.8,Intermediate,22000.0,2.0,Machine Learning,,
Fundamentals of Visualization with Tableau,COURSE,4.5,Beginner,81000.0,2.0,Embedded Systems & IoT,,
Fundamentos Empresariales,SPECIALIZATION,4.6,Beginner,25000.0,2.0,AR & VR Development,,
Fundamentos Estratégicos Empresariales,SPECIALIZATION,4.6,Beginner,56000.0,2.0,AR & VR Development,,
Fundamentos de Excel para Negocios,COURSE,4.7,Beginner,150000.0,2.0,Mobile Development,,
Fundamentos de Finanzas Empresariales,COURSE,4.8,Beginner,110000.0,2.0,AR & VR Development,,
Fundamentos de la escritura,COURSE,4.6,Beginner,47000.0,2.0,Other,,
Fundraising and Development,SPECIALIZATION,4.6,Beginner,4900.0,2.0,Entrepreneurship & Strategy,,
Futures Thinking,SPECIALIZATION,4.8,Beginner,9400.0,2.0,Finance & Accounting,,
G Suite Administration,SPECIALIZATION,4.7,Beginner,10000.0,2.0,Cybersecurity,,
"GIS, Mapping, and Spatial Analysis",SPECIALIZATION,4.8,Beginner,140000.0,2.0,Web Development,,
Game Design and Development,SPECIALIZATION,4.7,Intermediate,100000.0,2.0,Game Development,,
Game Theory,COURSE,4.6,Beginner,260000.0,2.0,Other,,
Gamification,COURSE,4.8,Mixed,110000.0,2.0,Other,,
Gender and Sexuality: Diversity and Inclusion in the Workplace,COURSE,4.7,Beginner,14000.0,2.0,Other,,
Genomic Data Science,SPECIALIZATION,4.4,Intermediate,80000.0,2.0,Data Science,,
Geographic Information Systems  (GIS),SPECIALIZATION,4.8,Beginner,97000.0,2.0,Databases & SQL,,
Geopolitics of Europe,COURSE,4.3,Mixed,19000.0,2.0,Other,,
Geopolítica y gobernanza global: riesgos y oportunidades,COURSE,4.8,Mixed,34000.0,2.0,Software Engineering,,
Gestión de organizaciones efectivas,COURSE,4.7,Mixed,47000.0,2.0,Deep Learning,,
Get Interactive: Practical Teaching with Technology,COURSE,4.7,Beginner,14000.0,2.0,Other,,
Getting Started With Music Theory,COURSE,4.5,Beginner,59000.0,2.0,Music & Audio Production,,
Getting Started with AWS Machine Learning,COURSE,4.5,Intermediate,73000.0,2.0,DevOps & Cloud Engineering,,
Getting Started with Go,COURSE,4.6,Intermediate,59000.0,2.0,Software Engineering,,
Getting Started with Google Kubernetes Engine,COURSE,4.5,Intermediate,75000.0,2.0,Software Engineering,,
Getting Started with Google Sheets,COURSE,4.6,Beginner,18000.0,2.0,Web Development,,
Getting Started with SAS Programming,COURSE,4.9,Beginner,22000.0,2.0,AR & VR Development,,
Global Diplomacy – Diplomacy in the Modern World,COURSE,4.6,Mixed,79000.0,2.0,Other,,
Global Diplomacy: the United Nations in the World,COURSE,4.7,Beginner,29000.0,2.0,Other,,
Global Energy and Climate Policy,COURSE,4.5,Beginner,10000.0,2.0,Natural Language Processing,,
Global Environmental Management,COURSE,4.6,Intermediate,22000.0,2.0,Other,,
Global Financial Markets and Instruments,COURSE,4.6,Mixed,37000.0,2.0,Web Development,,
Global Financing Solutions  (by EDHEC and Société Générale),COURSE,4.6,Intermediate,3600.0,2.0,Cybersecurity,,
Global Trends for Business and Society,COURSE,4.8,Mixed,7600.0,2.0,Cybersecurity,,
"Globalization, Economic Growth and Stability",SPECIALIZATION,4.8,Intermediate,44000.0,2.0,Data Analytics & Business Intelligence,,
Good with Words: Writing and Editing,SPECIALIZATION,4.6,Beginner,3800.0,2.0,Software Engineering,,
Google Cloud Platform Big Data and Machine Learning Fundamentals,COURSE,4.6,Intermediate,120000.0,2.0,Software Engineering,,
Google Cloud Platform Fundamentals for AWS Professionals,COURSE,4.7,Intermediate,36000.0,2.0,Software Engineering,,
Google IT Automation with Python,PROFESSIONAL CERTIFICATE,4.7,Beginner,93000.0,2.0,Software Engineering,,
Google IT Support,PROFESSIONAL CERTIFICATE,4.8,Beginner,350000.0,2.0,Software Engineering,,
Grammar and Punctuation,COURSE,4.7,Mixed,430000.0,2.0,Language Learning,,
Graphic Design Elements for Non-Designers,SPECIALIZATION,4.7,Beginner,10000.0,2.0,Web Development,,
Greek and Roman Mythology,COURSE,4.8,Mixed,260000.0,2.0,Other,,
Greening the Economy: Sustainable Cities,COURSE,4.6,Beginner,56000.0,2.0,Embedded Systems & IoT,,
Guitar for Beginners,COURSE,4.8,Mixed,210000.0,2.0,Natural Language Processing,,
Gut Check: Exploring Your Microbiome,COURSE,4.7,Mixed,62000.0,2.0,Data Analytics & Business Intelligence,,
"HTML, CSS, and Javascript for Web Developers",COURSE,4.8,Mixed,240000.0,2.0,Web Development,,
Habilidades Gerenciales,SPECIALIZATION,4.7,Beginner,43000.0,2.0,Data Analytics & Business Intelligence,,
Hacia una práctica constructivista en el aula,COURSE,4.8,Mixed,62000.0,2.0,Other,,
Hardware Description Languages for FPGA Design,COURSE,4.2,Intermediate,7400.0,2.0,Embedded Systems & IoT,,
Healing with the Arts,COURSE,4.6,Mixed,39000.0,2.0,Web Development,,
Health Informatics,SPECIALIZATION,4.5,Beginner,8100.0,2.0,Databases & SQL,,
Health Information Literacy for Data Analytics,SPECIALIZATION,4.5,Intermediate,5400.0,2.0,Databases & SQL,,
Healthcare Law,SPECIALIZATION,4.7,Intermediate,1700.0,2.0,Healthcare & Medicine,,
Healthcare Marketplace,SPECIALIZATION,4.4,Beginner,36000.0,2.0,Healthcare & Medicine,,
Healthcare Organization Operations,SPECIALIZATION,4.6,Beginner,5500.0,2.0,Deep Learning,,
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",COURSE,4.8,Mixed,46000.0,2.0,Software Engineering,,
Homeland Security and Cybersecurity,SPECIALIZATION,4.7,Beginner,5500.0,2.0,Cybersecurity,,
"Hotel Management: Distribution, Revenue and Demand Management",SPECIALIZATION,4.6,Beginner,28000.0,2.0,Other,,
How Things Work: An Introduction to Physics,COURSE,4.8,Intermediate,170000.0,2.0,Physics & Engineering Sciences,,
How To Create a Website in a Weekend! (Project-Centered Course),COURSE,3.3,Mixed,140000.0,2.0,Other,,
How to Start Your Own Business,SPECIALIZATION,4.1,Beginner,34000.0,2.0,AR & VR Development,,
Human Resource Management: HR for People Managers,SPECIALIZATION,4.7,Beginner,98000.0,2.0,Human Resources,,
IBM AI Engineering,PROFESSIONAL CERTIFICATE,4.6,Intermediate,140000.0,2.0,Other,,
IBM AI Enterprise Workflow,SPECIALIZATION,4.4,Advanced,3500.0,2.0,Supply Chain & Operations,,
IBM Applied AI,PROFESSIONAL CERTIFICATE,4.6,Beginner,220000.0,2.0,Other,,
IBM Customer Engagement Specialist Professional Certificate,COURSE,4.8,Beginner,3300.0,2.0,Cybersecurity,,
IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,Beginner,480000.0,2.0,Data Science,,
IT Fundamentals for Cybersecurity,SPECIALIZATION,4.5,Beginner,35000.0,2.0,Cybersecurity,,
IT Security: Defense against the digital dark arts,COURSE,4.8,Beginner,62000.0,2.0,Web Development,,
"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",COURSE,4.9,Beginner,1700.0,2.0,Cybersecurity,,
Implementación del Marketing Mix,SPECIALIZATION,4.7,Beginner,23000.0,2.0,AR & VR Development,,
Implementing RPA with Cognitive Automation and Analytics,SPECIALIZATION,4.6,Beginner,2200.0,2.0,Data Analytics & Business Intelligence,,
Improve Your English Communication Skills,SPECIALIZATION,4.7,Beginner,610000.0,2.0,Soft Skills & Communication,,
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",COURSE,4.9,Beginner,270000.0,2.0,Machine Learning,,
Improving Leadership & Governance in Nonprofit Organizations,SPECIALIZATION,4.4,Beginner,18000.0,2.0,Software Engineering,,
In the Studio: Postwar Abstract Painting,COURSE,4.9,Beginner,79000.0,2.0,AR & VR Development,,
Indigenous Canada,COURSE,4.8,Mixed,51000.0,2.0,Other,,
Industrial IoT on Google Cloud Platform,COURSE,4.5,Beginner,34000.0,2.0,Software Engineering,,
Infectious Disease Modelling,SPECIALIZATION,5.0,Intermediate,1600.0,2.0,Other,,
Influencer Marketing Strategy,COURSE,4.4,Intermediate,12000.0,2.0,Digital Marketing,,
"Influencing: Storytelling, Change Management and Governance",SPECIALIZATION,4.8,Beginner,22000.0,2.0,Software Engineering,,
Information Security: Context and Introduction,COURSE,4.6,Beginner,32000.0,2.0,Cybersecurity,,
Information Visualization,SPECIALIZATION,4.6,Beginner,10000.0,2.0,Databases & SQL,,
Information​ ​Systems,SPECIALIZATION,4.7,Beginner,16000.0,2.0,Databases & SQL,,
Initiating and Planning Projects,COURSE,4.7,Mixed,180000.0,2.0,Web Development,,
Innovation Management,COURSE,4.6,Beginner,40000.0,2.0,Entrepreneurship & Strategy,,
"Innovation Through Design: Think, Make, Break, Repeat",COURSE,4.8,Beginner,10000.0,2.0,Human Resources,,
Innovation: From Creativity to Entrepreneurship,SPECIALIZATION,4.8,Beginner,25000.0,2.0,Deep Learning,,
Inspirational Leadership: Leading with Sense,SPECIALIZATION,4.5,Beginner,72000.0,2.0,Embedded Systems & IoT,,
Inspired Leadership,SPECIALIZATION,4.7,Intermediate,97000.0,2.0,Embedded Systems & IoT,,
Inspiring and Motivating Individuals,COURSE,4.8,Mixed,85000.0,2.0,Embedded Systems & IoT,,
Instructional Design Foundations and Applications,COURSE,4.2,Mixed,12000.0,2.0,Teaching & Education,,
Instructional Methods in Health Professions Education,COURSE,4.6,Intermediate,9700.0,2.0,Other,,
Integrative Health and Medicine,SPECIALIZATION,4.8,Beginner,14000.0,2.0,Other,,
Intellectual Property Law,SPECIALIZATION,4.8,Intermediate,8700.0,2.0,Legal & Compliance,,
Interaction Design,SPECIALIZATION,4.5,Intermediate,150000.0,2.0,Other,,
Intercultural Management,COURSE,4.6,Beginner,6500.0,2.0,Other,,
International Business Essentials,SPECIALIZATION,4.5,Intermediate,22000.0,2.0,Other,,
International Cyber Conflicts,COURSE,4.4,Mixed,25000.0,2.0,Web Development,,
International Humanitarian Law in Theory and Practice,COURSE,4.8,Beginner,22000.0,2.0,AR & VR Development,,
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,COURSE,4.8,Mixed,36000.0,2.0,Web Development,,
International Law in Action: the Arbitration of International Disputes,COURSE,4.8,Mixed,19000.0,2.0,Data Analytics & Business Intelligence,,
International Leadership and Organizational Behavior,COURSE,4.8,Mixed,41000.0,2.0,Deep Learning,,
International Marketing & Cross Industry Growth,SPECIALIZATION,4.6,Beginner,26000.0,2.0,Digital Marketing,,
International Organizations Management,COURSE,4.8,Beginner,20000.0,2.0,Deep Learning,,
International Security Management,COURSE,4.5,Beginner,2200.0,2.0,Cybersecurity,,
International Women's Health and Human Rights,COURSE,4.9,Beginner,35000.0,2.0,Web Development,,
International migrations: a global issue,COURSE,4.6,Beginner,11000.0,2.0,Other,,
Internet Connection: How to Get Online?,COURSE,4.7,Beginner,36000.0,2.0,Other,,
Internet Giants: The Law and Economics of Media Platforms,COURSE,4.8,Mixed,38000.0,2.0,Web Development,,
Interviewing and Resume Writing in English,SPECIALIZATION,4.6,Intermediate,66000.0,2.0,Soft Skills & Communication,,
Introducción a Data Science: Programación Estadística con R,COURSE,4.7,Beginner,140000.0,2.0,Data Science,,
Introducción a la programación en Python I: Aprendiendo a programar con Python,COURSE,4.4,Beginner,100000.0,2.0,Software Engineering,,
Introduction aux Droits de l’Homme,COURSE,4.8,Mixed,46000.0,2.0,Web Development,,
Introduction to Ableton Live,COURSE,4.8,Mixed,60000.0,2.0,Embedded Systems & IoT,,
Introduction to Artificial Intelligence (AI),COURSE,4.7,Beginner,44000.0,2.0,AR & VR Development,,
Introduction to Big Data,COURSE,4.6,Mixed,160000.0,2.0,Big Data & Data Engineering,,
Introduction to Blockchain Technologies,COURSE,4.7,Beginner,16000.0,2.0,Blockchain & Web3,,
Introduction to Breast Cancer,COURSE,4.9,Mixed,27000.0,2.0,Other,,
Introduction to Business Analytics: Communicating with Data,COURSE,4.7,Intermediate,14000.0,2.0,Data Analytics & Business Intelligence,,
Introduction to CSS3,COURSE,4.8,Mixed,84000.0,2.0,Web Development,,
Introduction to Calculus,COURSE,4.8,Intermediate,53000.0,2.0,Other,,
Introduction to Chemistry:  Reactions and Ratios,COURSE,4.8,Beginner,46000.0,2.0,Web Development,,
